X,stat.Text,stat.label
4020,FBI confirms grand jury subpoenas used in Clinton email probe MAGA PresidentTrump TrumpTrain Trump EndOfAnError,positive
4021,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4022,I Made My PromiseKeep My Promise,neutral
4023,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4024,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4025,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4026,Glorious The libtards on bbcqt basically coming out to say that PresidentTrump is worse than the NorthKorean dictator Insan,negative
4027,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4028,I Made My PromiseKeep My Promise,neutral
4029,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
4030,sees his main purpose of opposing PresidentTrumppromoting himself The Dems just love this G,positive
4031,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4032,FYInot your President thank Christ HillaryClinton PresidentTrump Trump MAGA Nhdruzq,positive
4033,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4034,Donald trump The whole world in his hands qwdWVfjDp president trump presidenttrump whitehouse trumptower ivanka,positive
4035,sees his main purpose of opposing PresidentTrumppromoting himself The Dems just love this G,positive
4036,I Made My PromiseKeep My Promise,neutral
4037,I Made My PromiseKeep My Promise,neutral
4038,If DemocRATS actually think TomPerez will lead them to victory with this behavior its easy to see why oddUAF,positive
4039,Todays Trending Economic on theFX research platform Focus on BoJ ECB PresidentTrumpRiksbank VKSwhqNEq,positive
4040,sees his main purpose of opposing PresidentTrumppromoting himself The Dems just love this GeGhpcCOG,positive
4041,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
4042,The election of PresidentTrump had surprisingly little to do with the man himself It was a groundswell rejection of t,negative
4043,MTPresidentTrump Speaks From USS Gerald Ford Hats off to our wonderful militaryvets UDgpcIbXh PJNET,positive
4044,Donald Trump impersonators compete in Los AngelesReTGDtzxuCPresidentTrump SNL FunnyNews losangeles,positive
4045,We Will FightAmericanWorkers Jobs,neutral
4046,I Made My PromiseKeep My Promise,neutral
4047,I Made My PromiseKeep My Promise,neutral
4048,MTPresidentTrump Speaks From USS Gerald Ford Hats off to our wonderful militaryvets quFcx,positive
4049,PresidentTrump says he wont pull of of NAFTA gvckAcHel,neutral
4050,I Made My PromiseKeep My Promise,neutral
4051,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
4052,Congratulations are in order for CrookedHillary coming in second placeor as we say in Texas LAST PLACEPresiden,positive
4053,PresidentTrump says he wont pull of of NAFTA gvckAcHel,neutral
4054,MTPresidentTrump Speaks From USS Gerald Ford Hats off to our wonderful militaryvets quFcx,positive
4055,USA is now under new management PresidentTrumpteam MAGA hHZBHE,neutral
4056,Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump UeciArSyfd,positive
4057,Great feature by the BBC marking days of PresidentTrump hHVKVmwaCS,positive
4058,WE ARE ALL IN THIS TOGETHERActionson Values rather than personal gain YojNDwjtUSPresidentTrump TaxPl,positive
4059,By Hilary leaks Dems only focused on fact that it was illegally leakedBy Trump they dont care hypocracy maga Pr,negative
4060,I just updated Presidentelect s Twitter banner go check it out Election,neutral
4061,CTH,neutral
4062,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4063,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4064,One by one PresidentTrump is bringing Americans together Pretty soon our voices will drown out the whiny crying o zRpDicDmb,neutral
4065,Great feature by the BBC marking days of PresidentTrump hHVKVmwaCS,positive
4066,I Made My PromiseKeep My Promise,neutral
4067,I Made My PromiseKeep My Promise,neutral
4068,I Made My PromiseKeep My Promise,neutral
4069,Reminder to celebrities that said they are moving out if country is PresidentTrump wins election LyBCmS,positive
4070,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4071,UNLIKE obama PresidentTRUMP THE NEW CommanderInChief HAS GIVEN THE SAILORS STANDING BEHIND HIM REASON TO BE PROUD,positive
4072,trumpdays whatsid doing is very dangerous for America as well as worldwrong peron sitted on the PresidentTrump,neutral
4073,I found DonaldTrump at zooTrump Hair Bird Blondie Zoo Potus PresidentTrump nWCWgg,neutral
4074,The left ever since PresidentTrump won in one videosundaymotivation MAGA kdHHjS,positive
4075,I Made My PromiseKeep My Promise,neutral
4076,Congratulations are in order for CrookedHillary coming in second placeor as we say in Texas LAST PLACEPresiden,positive
4077,Congratulations are in order for CrookedHillary coming in second placeor as we say in Texas LAST PLACEPresiden,positive
4078,I Made My PromiseKeep My Promise,neutral
4079,See my pinned article THE CIVIL WAR IS HERE,neutral
4080,presidenttrump HRW Hi onFebThe independent UK published my legal complaint IHhnZRIz,negative
4081,Judiciary,neutral
4082,I Made My PromiseKeep My Promise,neutral
4083,Congratulations are in order for CrookedHillary coming in second placeor as we say in Texas LAST PLACEPresiden,positive
4084,We Will FightAmericanWorkers Jobs,neutral
4085,Theyre trying ta play cat n mousePresidentTrump,neutral
4086,We Will FightAmericanWorkers Jobs,neutral
4087,Tomorrow marks PresidentTrumps th day in office Alan Storkeyandjoin upBdarQxn,neutral
4088,MTPresidentTrump Speaks From USS Gerald Ford Hats off to our wonderful militaryvets quFcxjNRjY PJNET,positive
4089,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4090,PresidentTrump is woefully inept NWO CollectivistPOTUS describes himself as a nationalista globalistlmCBGfCdY,negative
4091,Congratulations are in order for CrookedHillary coming in second placeor as we say in Texas LAST PLACEPresiden,positive
4092,I Made My PromiseKeep My Promise,neutral
4093,FBI confirms grand jury subpoenas used in Clinton email probe MAGA PresidentTrump TrumpTrain Trump EndOfAnError,positive
4094,FBI confirms grand jury subpoenas used in Clinton email probe MAGA PresidentTrump TrumpTrain Trump EndOfAnError,positive
4095,The main problem with the Borderwall is that it worksthats what its opponents fearPresidentTrump Bui,negative
4096,Congratulations are in order for CrookedHillary coming in second placeor as we say in Texas LAST PLACEWzRJWigM,positive
4097,I believe PresidentTrump has easily shown that needing political experience is a crock Common sense works much better,positive
4098,FBI confirms grand jury subpoenas used in Clinton email probe MAGA PresidentTrump TrumpTrain Trump EndOfAnError,positive
4099,USA is now under new management PresidentTrumpteam MAGA vdiluGN,neutral
4100,DonnyVlad boiled or fried WRGNgTUqBL Trump Putin DonaldTrump scandal PresidentTrump russia,negative
4101,POTUS signs EO on Improving AccountabilityWhistleblower Protection for VA Tune in tofor the latest on Pre,positive
4102,WOWDESPERATE FOR RATINGS Terrible MAGA Simpsons FirstDays PresidentTrump,negative
4103,I dont often askprayers but I think PresidentTrump needs them right now,positive
4104,Id ask PresidentTrump what the fxck is going on with Korea etc but she seems to be letting her father Donald run things at the moment,neutral
4105,PresidentTrumpNinthCircuit,positive
4106,PresidentTrump did the right thing It sent a loudclear message to Syria Iran Russia and NorthKKoreaObamasGon,positive
4107,Retweet DonutTrumpetWeeklyAddress I have accomplished A LOT during my firstdays in office Firstwincoins,positive
4108,The left ever since PresidentTrump won in one videosundaymotivation MAGA kdHHjS,positive
4109,POTUS signs EO on Improving AccountabilityWhistleblower Protection for VA Tune in tofor the latest on Pre,positive
4110,We Will FightAmericanWorkers Jobs,neutral
4111,I Made My PromiseKeep My Promise,neutral
4112,FBI confirms grand jury subpoenas used in Clinton email probe MAGA PresidentTrump TrumpTrain Trump VLLkWdlnz,positive
4113,PresidentTrump We definitelydesperately need the TheBorderWallWe are goinghave TheWall builtAmericaIsBack,neutral
4114,Joininginminutes to talk about President Trumps firstdays in office tune in politics USA Germany PresidentTrump,neutral
4115,When you have a foot surgery emergency do they drive you to the airport in an ambulanceMAGA PresidentTrump,negative
4116,I Made My PromiseKeep My Promise,neutral
4117,Dear God,positive
4118,Thank you for your service KirkInauguration,positive
4119,Why are Dems just now worrying about the Deficitnow that PresidentTrumpreleased his TaxPlanOBAMA,negative
4120,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
4121,Congratulations PresidentTrump I can sleep better knowing my Sailor will serve under your leadership Its an honor,positive
4122,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4123,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
4124,Donald trump Nice ass qwdWVfjDp president trump presidenttrump whitehouse fakenews trumptower ivankatrump,positive
4125,When you have a foot surgery emergency do they drive you to the airport in an ambulanceMAGA PresidentTrump opNEQaKtbg,negative
4126,Amazing Donald Trump WINS the Presidency Pray for PresidentTrump MakeAmericaGreatAgain XJNBiBhrT,positive
4127,Theres a true LegendPresidentTrump WWEHOFer wartLpSIo,neutral
4128,See my pinned article THE CIVIL WAR IS HERE,neutral
4129,PresidentTrumpWe Support You BUTWho Hired This JebBush Staffer NeverTrumper,positive
4130,Donald trump Nice ass qwdWVfjDp president trump presidenttrump whitehouse fakenews trumptower ivankatrump nowal,positive
4131,PresidentTrumpWe Support You BUTWho Hired This JebBush Staffer NeverTrumper,positive
4132,We Will FightAmericanWorkers Jobs,neutral
4133,Dear God,positive
4134,Exactly PresidentTrump supporters know this ishow he operates and this is why were with him all the wayDo you hear,neutral
4135,I Made My PromiseKeep My Promise,neutral
4136,PresidentTrumpWe Support You BUTWho Hired This JebBush Staffer NeverTrumper,positive
4137,PresidentTrump being president would be easier thats why he thought BarackObama should have done bettertNOQUCr,positive
4138,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4139,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4140,Trump I thought presidency would be easier than previous life NSyabPedqpresidenttrump donaldtrump potus,positive
4141,USA is now under new management PresidentTrumpteam MAGA IZOtEplPWF,neutral
4142,MTPresidentTrump Speaks From USS Gerald Ford Hats off to our wonderful militaryvets HhOaKTqc PJNET,positive
4143,We Will FightAmericanWorkers Jobs,neutral
4144,US Air Force Is Planning to Build a Super A Warthog MAGA PresidentTrump TCOT Trump TrumpTrain EndOfAnError QuFGYCq,positive
4145,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
4146,THE AIR FORCE IS PLANING TO BUILD SUPER B BOMBERS MAGA PresidentTrump TCOT Trump TrumpTrain EndOfAnError,positive
4147,BerkeleyProtest MAGA MAGAMARCH PresidentTrumpelhhHNYzmnBill Ayers now working with Antifa directly thr,neutral
4148,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4149,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4150,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
4151,THE AIR FORCE IS PLANING TO BUILD SUPER B BOMBERS MAGA PresidentTrump TCOT Trump TrumpTrain EndOfAnError eXdndzjKf,positive
4152,Pls read this gt Phony Hysterics ovr North Korea ebNXXihJ DonaldTrump Hawaii KimJongUns NorthKoreans PresidentTrump,negative
4153,PresidentTrumpWeThePeople want our originalbill back please No more PC BS dtmag DDZqMvwiL,negative
4154,Why are Dems just now worrying about the Deficitnow that PresidentTrumpreleased his TaxPlanOBAMA,negative
4155,Donald trump far queue cZKvjIqvtl trump buildawall DonaldTrump presidenttrump trumptower ivankatrump smallhands,positive
4156,Donald trump The whole world in his hands qwdWVfjDp president trump presidenttrump whitehouse fakenews trumptower,positive
4157,RNC Chair GOP Base Will Walk Away in Midterms If Border Wall Not Built MAGA PresidentTrump Trump BuildTheWall,neutral
4158,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
4159,I Made My PromiseKeep My Promise,neutral
4160,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4161,PresidentTrumpNinthCircuit,positive
4162,Glorious The libtards on bbcqt basically coming out to say that PresidentTrump is worse than the NorthKorean dictator Insan,negative
4163,DonnyVlad boiled or fried WRGNgTUqBL Trump Putin DonaldTrump scandal PresidentTrump constitution trumptrain,negative
4164,I Made My PromiseKeep My Promise,neutral
4165,I Made My PromiseKeep My Promise,neutral
4166,Money well spent,positive
4167,I Made My PromiseKeep My Promise,neutral
4168,Pelosi needs to be reminded its PresidentTrump whos been working his ass off to fix the mess she helped make Drain,negative
4169,PresidentTrump is starting to contradict himself also with Wikileaks how he said he loved wiki l WQzHTFd,neutral
4170,Glorious The libtards on bbcqt basically coming out to say that PresidentTrump is worse than the NorthKorean dictator Insan,negative
4171,RNC Chair GOP Base Will Walk Away in Midterms If Border Wall Not Built MAGA PresidentTrump Trump BuildTheWall,neutral
4172,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
4173,BerkeleyProtest MAGA MAGAMARCH PresidentTrumpelhhHNYzmnBill Ayers now working with Antifa directly thr,neutral
4174,Trump Major major conflict with North Korea possible but seeks diplomacy MAGA PresidentTrump TrumpTrain,neutral
4175,I Made My PromiseKeep My Promise,neutral
4176,The left ever since PresidentTrump won in one videosundaymotivation MAGA kdHHjS,positive
4177,The left ever since PresidentTrump won in one videosundaymotivation MAGA kdHHjS,positive
4178,BerkeleyProtest MAGA MAGAMARCH PresidentTrumpBQSHQwdMz,neutral
4179,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4180,PresidentTrump do you think you could possibly run the UnitedKingdom alongside the USA please,neutral
4181,China warns Kim Jongun Pyongyang faces GREAT LOSSES if North Korea tests another nuke MAGA PresidentTrump Trump,positive
4182,I dont often askprayers but I think PresidentTrump needs them right now,positive
4183,Uhhh Can someone please relate this to what happened tonight presidenttrump pVtiCZlG,neutral
4184,We Will FightAmericanWorkers Jobs,neutral
4185,OMG the inauguration is tomorrow,neutral
4186,Pelosi needs to be reminded its PresidentTrump whos been working his ass off to fix the mess she helped make Drain,negative
4187,I Made My PromiseKeep My Promise,neutral
4188,Why are Dems just now worrying about the Deficitnow that PresidentTrumpreleased his TaxPlanOBAMA,negative
4189,I dont often askprayers but I think PresidentTrump needs them right now,positive
4190,Ron Paul Full Interview on Current Events,neutral
4191,I Made My PromiseKeep My Promise,neutral
4192,Pelosi needs to be reminded its PresidentTrump whos been working his ass off to fix the mess she helped make Drain,negative
4193,Shepard Smith Accuses White House Of Appearing To Orchestrate CoverUp Of Flynn Scandal MAGA PresidentTrump Trump LfAFaUQmMe,negative
4194,Thats scary PresidentTrump,negative
4195,UNLIKE obama PresidentTRUMP THE NEW CommanderInChief HAS GIVEN THE SAILORS STANDING BEHIND HIM REASON TO BE PROUD,positive
4196,PresidentTrumps firstDays oMyQArDIm an Independenta Moderate I would definitely vote for TRUMP,positive
4197,We Will FightAmericanWorkers Jobs,neutral
4198,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4199,Soros UNPresidentTrump,neutral
4200,We Will FightAmericanWorkers Jobs,neutral
4201,Trump Major major conflict with North Korea possible but seeks diplomacy MAGA PresidentTrump TrumpTrain,neutral
4202,Donald trump far queue cZKvjIqvtl trump buildawall DonaldTrump presidenttrump trumptower ivankatrump smallhands,positive
4203,China warns Kim Jongun Pyongyang faces GREAT LOSSES if North Korea tests another nuke MAGA PresidentTrump Trump FLmFwQYtu,positive
4204,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4205,I Made My PromiseKeep My Promise,neutral
4206,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4207,Trump Major major conflict with North Korea possible but seeks diplomacy MAGA PresidentTrump TrumpTrain aoyuRGrf,neutral
4208,PresidentTrumpNinthCircuit,positive
4209,RNC Chair GOP Base Will Walk Away in Midterms If Border Wall Not Built MAGA PresidentTrump Trump BuildTheWall,neutral
4210,I dont often askprayers but I think PresidentTrump needs them right now,positive
4211,RNC Chair GOP Base Will Walk Away in Midterms If Border Wall Not Built MAGA PresidentTrump Trump BuildTheWall RjxuWrQv,neutral
4212,USA is now under new management PresidentTrumpteam MAGA NLUzuOUoVY,neutral
4213,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4214,PresidentTrumpNinthCircuit,positive
4215,I Made My PromiseKeep My Promise,neutral
4216,Obama SpentMillion on Fake Afghan Soldiers MAGA PresidentTrump TrumpTrain EndOfAnError DrainTheSw,negative
4217,I Made My PromiseKeep My Promise,neutral
4218,PresidentTrumpWe Support You BUTWho Hired This JebBush Staffer NeverTrumper,positive
4219,Pelosi needs to be reminded its PresidentTrump whos been working his ass off to fix the mess she helped make Drain,negative
4220,We Will FightAmericanWorkers Jobs,neutral
4221,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4222,FAKE AND FRAUD TRUMP SUPPORTER BEWARE OF HER LIES MAGA AmericanEnergy PresidentTrump is yourBYsJhkHvB,negative
4223,I Made My PromiseKeep My Promise,neutral
4224,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4225,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4226,,neutral
4227,I Made My PromiseKeep My Promise,neutral
4228,Thank you PresidentTrump for all you are doing,positive
4229,Glorious The libtards on bbcqt basically coming out to say that PresidentTrump is worse than the NorthKorean dictator Insan,negative
4230,PresidentTrumpNinthCircuit,positive
4231,PresidentTrumpFranklin Graham Trump Cabinet Members Meeting Weekly For Prayer,positive
4232,Why are Dems just now worrying about the Deficitnow that PresidentTrumpreleased his TaxPlanOBAMA,negative
4233,PresidentTrump BuildTheWall,neutral
4234,I dont often askprayers but I think PresidentTrump needs them right now,positive
4235,We Will FightAmericanWorkers Jobs,neutral
4236,I Made My PromiseKeep My Promise,neutral
4237,PresidentTrumpEnergy MAGA,neutral
4238,PresidentTrumpRebootLiberty,neutral
4239,PresidentTrumpFreeSpeech,positive
4240,PresidentTrump,positive
4241,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4242,PresidentTrumpManufacturing,positive
4243,We Will FightAmericanWorkers Jobs,neutral
4244,PresidentTrumpNinthCircuit,positive
4245,I Made My PromiseKeep My Promise,neutral
4246,PresidentTrump BuildTheWall,neutral
4247,Sir please be selective wyour advisors Re NKoreaSteve B Roger S Dr Savage Dr KOrsi GOOD,positive
4248,PresidentTrump SocialConservatism,positive
4249,Pelosi needs to be reminded its PresidentTrump whos been working his ass off to fix the mess she helped make Drain,negative
4250,I Made My PromiseKeep My Promise,neutral
4251,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4252,PresidentTrump,neutral
4253,I Made My PromiseKeep My Promise,neutral
4254,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4255,PresidentTrumpFreeSpeech,positive
4256,We Will FightAmericanWorkers Jobs,neutral
4257,I dont often askprayers but I think PresidentTrump needs them right now,positive
4258,PresidentTrumpLawAndOrder,neutral
4259,Obama SpentMillion on Fake Afghan Soldiers MAGA PresidentTrump TrumpTrain EndOfAnError DrainTheSw,negative
4260,I dont often askprayers but I think PresidentTrump needs them right now,positive
4261,I dont often askprayers but I think PresidentTrump needs them right now,positive
4262,PresidentTrump JeffSessions,positive
4263,We Will FightAmericanWorkers Jobs,neutral
4264,Theres a Governmentshutdown looming which is yet another failure to show leadership by PresidentTrump FirstDaysEpicFail MAGA,negative
4265,I Made My PromiseKeep My Promise,neutral
4266,Glorious The libtards on bbcqt basically coming out to say that PresidentTrump is worse than the NorthKorean dictator Insan,negative
4267,Nets Censor BLOCKBUSTER Expose on Obamas Hidden Iran Deal Secrets MAGA PresidentTrump TrumpTrain EndOfAnError QxrCPtZiU,positive
4268,I Made My PromiseKeep My Promise,neutral
4269,UNLIKE obama PresidentTRUMP THE NEW CommanderInChief HAS GIVEN THE SAILORS STANDING BEHIND HIM REASON TO BE PROUD,positive
4270,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4271,PresidentTrumpDepartmentOfLabor,neutral
4272,I dont often askprayers but I think PresidentTrump needs them right now,positive
4273,I dont often askprayers but I think PresidentTrump needs them right now,positive
4274,PresidentTrump,neutral
4275,Check this out and help save all lifePresidentTrump your speach was like Kennedy Now stand up for people or be remove,positive
4276,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4277,Pelosi needs to be reminded its PresidentTrump whos been working his ass off to fix the mess she helped make Drain,negative
4278,I Made My PromiseKeep My Promise,neutral
4279,Pelosi needs to be reminded its PresidentTrump whos been working his ass off to fix the mess she helped make Drain,negative
4280,Obama SpentMillion on Fake Afghan Soldiers MAGA PresidentTrump TrumpTrain EndOfAnError DrainTheSw dVxxlvn,negative
4281,AntifaThey still aroundI figured that disgusting fad had came and gone by now Its been a couple weeks Trump PresidentTrump,neutral
4282,I dont often askprayers but I think PresidentTrump needs them right now,positive
4283,PresidentTrumpNationalSecurity,negative
4284,I Made My PromiseKeep My Promise,neutral
4285,I Made My PromiseKeep My Promise,neutral
4286,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4287,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4288,I dont often askprayers but I think PresidentTrump needs them right now,positive
4289,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
4290,I dont often askprayers but I think PresidentTrump needs them right now,positive
4291,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4292,I dont often askprayers but I think PresidentTrump needs them right now,positive
4293,PresidentTrump,positive
4294,PresidentTrumpVAaccountability,positive
4295,I Made My PromiseKeep My Promise,neutral
4296,PresidentTrumpBetsyDeVos Education A,neutral
4297,Why are Dems just now worrying about the Deficitnow that PresidentTrumpreleased his TaxPlanOBAMA,negative
4298,Even small tariffs can do a lot of harm in this highly interconnected world Are you listening PresidentTrump,negative
4299,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4300,PresidentTrumpEnergy MAGA,neutral
4301,Democrat Leaders B PresidentTrump labeled China as a currency manipulator SecretaryMnuchin my ho agMtMID,neutral
4302,PresidentTrumpEnergy,negative
4303,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
4304,I think PresidentTrump is at a crossroads very early in his Administration He knows why he was elected but forces are pulling him away,neutral
4305,PresidentTrump,positive
4306,PresidentTrumpVAaccountability,positive
4307,I Made My PromiseKeep My Promise,neutral
4308,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
4309,PresidentTrumpTaxReform,positive
4310,PresidentTrumpTaxReform,neutral
4311,PresidentTrumpTaxReform,positive
4312,Get out the broom PresidentTrumpJudicial Watch Confirms Hillary Clinton Was Targeted By A Grand JuryTYFr,positive
4313,Ruth Bader Ginsburgs Days on SCOTUSNumberedlooks like PresidentTrump will have another seatfill TermLimits,positive
4314,FromWe wanted PresidentTrumpbecause he promisedsmash the existing system http,neutral
4315,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4316,PresidentTrump go for nd thought before militaryaction Fellow social media users spread this advice esp professed C,neutral
4317,Pelosi needs to be reminded its PresidentTrump whos been working his ass off to fix the mess she helped make Drain,negative
4318,UNLIKE obama PresidentTRUMP THE NEW CommanderInChief HAS GIVEN THE SAILORS STANDING BEHIND HIM REASON TO BE PROUD,positive
4319,I Made My PromiseKeep My Promise,neutral
4320,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
4321,I Made My PromiseKeep My Promise,neutral
4322,Pelosi needs to be reminded its PresidentTrump whos been working his ass off to fix the mess she helped make Drain,negative
4323,Delivering on another caign promise PresidentTrump MAGA WednesdayWisdom immigration POTUS zYiWefLSD,positive
4324,I Made My PromiseKeep My Promise,neutral
4325,Get out the broom PresidentTrumpJudicial Watch Confirms Hillary Clinton Was Targeted By A Grand JuryTYFr,positive
4326,Ruth Bader Ginsburgs Days on SCOTUSNumberedlooks like PresidentTrump will have another seatfill TermLimits,positive
4327,I Made My PromiseKeep My Promise,neutral
4328,Pelosi needs to be reminded its PresidentTrump whos been working his ass off to fix the mess she helped make Drain,negative
4329,PresidentTrump during elections expressedinterest in developDIALOGUEwith North Korea US not acce cbdjfZED,negative
4330,I Made My PromiseKeep My Promise,neutral
4331,Pelosi needs to be reminded its PresidentTrump whos been working his ass off to fix the mess she helped make Drain,negative
4332,Pelosi needs to be reminded its PresidentTrump whos been working his ass off to fix the mess she helped make Drain,negative
4333,Pelosi needs to be reminded its PresidentTrump whos been working his ass off to fix the mess she helped make Drain,negative
4334,Pelosi needs to be reminded its PresidentTrump whos been working his ass off to fix the mess she helped make Drain,negative
4335,Pelosi needs to be reminded its PresidentTrump whos been working his ass off to fix the mess she helped make Drain,negative
4336,LiberalIdiots stepping up bs about anyone who dares to support PresidentTrump absolutely sick stop the LiberalTears,negative
4337,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4338,We Will FightAmericanWorkers Jobs,neutral
4339,I Made My PromiseKeep My Promise,neutral
4340,Maxine Waters is incompetent she needs to step down drainthesw Americast with PresidentTrump tYQIK,negative
4341,PresidentTrump TrumpPence Trump potus mypresident trump TrumpTrain TrumpStrong whitehouse LzpLxFqP,positive
4342,We cant build a wall or enforce immigrationlaws PresidentTrump TrumpTrain MAGAPatriots Veterans NRA UyVVLahzp,neutral
4343,UNLIKE obama PresidentTRUMP THE NEW CommanderInChief HAS GIVEN THE SAILORS STANDING BEHIND HIM REASON TO BE PROUD,positive
4344,We Will FightAmericanWorkers Jobs,neutral
4345,I Made My PromiseKeep My Promise,neutral
4346,We Will FightAmericanWorkers Jobs,neutral
4347,Pelosi needs to be reminded its PresidentTrump whos been working his ass off to fix the mess she helped make Drain,negative
4348,USA is now under new management PresidentTrumpteam MAGA pXBrRbbxH,neutral
4349,Pelosi needs to be reminded its PresidentTrump whos been working his ass off to fix the mess she helped make VJJgjpQE,neutral
4350,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4351,Refugees still arriving daily MAGAPresidentTrump Patriots Veterans Christians Conservatives TRXBzyMeT,neutral
4352,I Made My PromiseKeep My Promise,neutral
4353,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4354,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4355,I Made My PromiseKeep My Promise,neutral
4356,PresidentTrump liked the movie WallE so much hes trying to make it our reality TrashinTheEarth,positive
4357,THIS IS THE ENDTILLERSONMATTIS JUST DECLARED WHAT WE WILL DO WITH NK MAGA PresidentTrump TrumpTrain Trump uruLvtHb,positive
4358,I Made My PromiseKeep My Promise,neutral
4359,We Will FightAmericanWorkers Jobs,neutral
4360,Congratulations PresidentTrump I can sleep better knowing my Sailor will serve under your leadership Its an honor,positive
4361,I Made My PromiseKeep My Promise,neutral
4362,I Made My PromiseKeep My Promise,neutral
4363,LOLu r so fannyreach man as theMexican owner PresidentTrump tax VgnGHJmM,neutral
4364,MAGABerkeleyProtest PresidentTrump DrainTheSw mmyKigdw,neutral
4365,We Will FightAmericanWorkers Jobs,neutral
4366,The Democrats are acting like thugs theyll do anything theyre very unprofessional all this becau oxEBxnDg,positive
4367,kimjun targets vegasNYC DC miami LosAngeles Hollywood Detroit,neutral
4368,Glorious The libtards on bbcqt basically coming out to say that PresidentTrump is worse than the NorthKorean dictator Insan,negative
4369,PresidentTrump printed out a madeup B NATO invoice and handed it to Germanys Merkel,neutral
4370,PrayDJT AmericaFirst PresidentTrump under the influence of evil of Moloch FireKushner MAGA XqJSbEzgUy,negative
